Pair Index,Match Cmd,Evasion Cmd,Equivalent
1800,"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': 'd5d7daa0-c0ba-4d39-9140-3b4a4308a222'}","{'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}",False
1801,"{'opcode': 'info', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'api': 'wineventlog', 'process': {'thread': {'id': 1804}, 'pid': 1704}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'task': 'process create (rule: processcreate)', 'computer_name': 'client2.breach.local', 'event_data': {'company': 'adobe systems incorporated', 'logonguid': '{19fc45ac-76d8-601c-0000-0020e7030000}', 'integritylevel': 'system', 'product': 'adobe® flash® player update service', 'description': 'adobe® flash® player update service 18.0 r0', 'terminalsessionid': '0', 'fileversion': '18,0,0,194', 'originalfilename': '?', 'logonid': '0x3e7'}, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1507, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5}","{'record_id': 1270, 'task': 'process create (rule: processcreate)', 'computer_name': 'client2.breach.local', 'opcode': 'info', 'user': {'type': 'user', 'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority'}, 'channel': 'microsoft-windows-sysmon/operational', 'version': 5, 'provider_name': 'microsoft-windows-sysmon', 'event_data': {'description': 'local security authority process', 'terminalsessionid': '0', 'fileversion': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'logonid': '0x3e7', 'logonguid': '{19fc45ac-752e-601c-0000-0020e7030000}', 'integritylevel': 'system', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation', 'originalfilename': 'lsass.exe'}, 'event_id': 1, 'api': 'wineventlog', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'process': {'thread': {'id': 1796}, 'pid': 1528}}",False
1802,"{'entity_id': '{19fc45ac-c338-601c-0000-00101ca44000}', 'executable': 'c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe', 'name': 'flashplayerupdateservice.exe', 'args': ['c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}, 'pid': 3652, 'command_line': 'reg add ""hkey_current_user\\software\\microsoft\\windows\\currentversion\\run"" /v ""svchos"" /t reg_sz /d ""c:\\users\\public\\qsibk.exe"" /f ', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'name': 'taskeng.exe', 'args': ['taskeng.exe', '{1a521085-e7bb-48e2-805f-b0984d13ec1c}', 's-1-5-18:nt', 'authority\\system:service:'], 'entity_id': '{19fc45ac-c338-601c-0000-00105ea24000}', 'pid': 1248, 'executable': 'c:\\windows\\system32\\taskeng.exe', 'command_line': 'taskeng.exe {1a521085-e7bb-48e2-805f-b0984d13ec1c} s-1-5-18:nt authority\\system:service:'}}","{'working_directory': 'c:\\windows\\system32\\', 'parent': {'entity_id': '{19fc45ac-752d-601c-0000-0010bb570000}', 'pid': 348, 'executable': 'c:\\windows\\system32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe']}, 'args': ['c:\\windows\\system32\\lsass.exe'], 'entity_id': '{19fc45ac-752d-601c-0000-001043630000}', 'pid': 452, 'command_line': 'reg add ""hkey_current_user\\software\\mi""cros""oft\\w""ind""ows\\curre""ntversi""on\\run"" /v ""svchos"" /t reg_sz /d ""c:\\us""er""s\\pu""bl""ic\\qsibk.exe"" /f ', 'executable': 'c:\\windows\\system32\\lsass.exe', 'name': 'lsass.exe', 'hash': {'md5': '27945cf21e17afbff1e31993aaee4551', 'sha256': 'e24137efc6215fcd27479e0c1c455518b1d39f75b8cf67e8a9b46dcddcecb350'}}",False
1803,c:\windows\system32\macromed\flash\flashplayerupdateservice.exe,c:\windows\system32\lsass.exe,False
1804,"{'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'action': 'process create (rule: processcreate)', 'created': '2021-02-05t04:02:00.490z', 'kind': 'event', 'code': 1}","{'created': '2021-02-04t22:31:11.540z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'action': 'process create (rule: processcreate)'}",False
1805,2021-02-05t04:02:00.125z,2021-02-04t22:27:23.062z,False
1806,"{'user': 'system', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'system', 'hash': ['91fed64cc1898029441c31a98b1b8fe4', '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e']}",False
1807,"{'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}","{'md5': '91fed64cc1898029441c31a98b1b8fe4', 'sha256': '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e'}",False
1808,"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': 'd5d7daa0-c0ba-4d39-9140-3b4a4308a222'}","{'hostname': 'client2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2'}",False
1809,"{'opcode': 'info', 'user': {'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18', 'name': 'system'}, 'api': 'wineventlog', 'process': {'thread': {'id': 1804}, 'pid': 1704}, 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'task': 'process create (rule: processcreate)', 'computer_name': 'client2.breach.local', 'event_data': {'company': 'adobe systems incorporated', 'logonguid': '{19fc45ac-76d8-601c-0000-0020e7030000}', 'integritylevel': 'system', 'product': 'adobe® flash® player update service', 'description': 'adobe® flash® player update service 18.0 r0', 'terminalsessionid': '0', 'fileversion': '18,0,0,194', 'originalfilename': '?', 'logonid': '0x3e7'}, 'provider_name': 'microsoft-windows-sysmon', 'record_id': 1507, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'version': 5}","{'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'version': 5, 'event_data': {'product': 'microsoft® windows® operating system', 'originalfilename': 'unsecapp.dll', 'logonguid': '{19fc45ac-74c3-601c-0000-0020e7030000}', 'terminalsessionid': '0', 'description': 'sink to receive asynchronous callbacks for wmi client application', 'integritylevel': 'system', 'fileversion': '10.0.14409.1005 (rs1_srvoob.161208-1155)', 'company': 'microsoft corporation', 'logonid': '0x3e7'}, 'task': 'process create (rule: processcreate)', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'provider_name': 'microsoft-windows-sysmon', 'api': 'wineventlog', 'process': {'pid': 1896, 'thread': {'id': 1392}}, 'event_id': 1, 'record_id': 1187, 'computer_name': 'client'}",False
1810,"{'entity_id': '{19fc45ac-c338-601c-0000-00101ca44000}', 'executable': 'c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe', 'name': 'flashplayerupdateservice.exe', 'args': ['c:\\windows\\system32\\macromed\\flash\\flashplayerupdateservice.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}, 'pid': 3652, 'command_line': 'reg add ""hkey_current_user\\software\\microsoft\\windows\\currentversion\\run"" /v ""svchos"" /t reg_sz /d ""c:\\users\\public\\qsibk.exe"" /f ', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'name': 'taskeng.exe', 'args': ['taskeng.exe', '{1a521085-e7bb-48e2-805f-b0984d13ec1c}', 's-1-5-18:nt', 'authority\\system:service:'], 'entity_id': '{19fc45ac-c338-601c-0000-00105ea24000}', 'pid': 1248, 'executable': 'c:\\windows\\system32\\taskeng.exe', 'command_line': 'taskeng.exe {1a521085-e7bb-48e2-805f-b0984d13ec1c} s-1-5-18:nt authority\\system:service:'}}","{'entity_id': '{19fc45ac-74cb-601c-0000-0010daf70100}', 'working_directory': 'c:\\windows\\system32\\', 'parent': {'args': ['c:\\windows\\system32\\svchost.exe', '-k', 'dcomlaunch'], 'entity_id': '{19fc45ac-74c3-601c-0000-0010e1790000}', 'pid': 552, 'executable': 'c:\\windows\\system32\\svchost.exe', 'command_line': 'c:\\windows\\system32\\svchost.exe -k dcomlaunch', 'name': 'svchost.exe'}, 'args': ['c:\\windows\\system32\\wbem\\unsecapp.exe', '-embedding'], 'hash': {'md5': '91fed64cc1898029441c31a98b1b8fe4', 'sha256': '608d4ebba90fd2ed66bbdf392898df10a302f884e8ecb8d6f5bc8fab99accb4e'}, 'pid': 888, 'executable': 'c:\\windows\\system32\\wbem\\unsecapp.exe', 'command_line': 'reg add ""hkey_current_user\\software\\mic""roso""ft\\wi""nd""ows\\cur""rent""version\\r""u""n"" /v ""svchos"" /t reg_sz /d ""c:\\users\\public\\qsibk.exe"" /f ', 'name': 'unsecapp.exe'}",False
1811,"{'hostname': 'client2', 'name': 'client2.breach.local', 'architecture': 'x86', 'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}","{'os': {'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'name': 'client', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'architecture': 'x86'}",False
1812,c:\windows\system32\macromed\flash\flashplayerupdateservice.exe,c:\windows\system32\wbem\unsecapp.exe -embedding,False
1813,"{'provider': 'microsoft-windows-sysmon', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'action': 'process create (rule: processcreate)', 'created': '2021-02-05t04:02:00.490z', 'kind': 'event', 'code': 1}","{'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:11.357z', 'kind': 'event', 'module': 'sysmon', 'category': ['process'], 'type': ['start', 'process_start'], 'code': 1, 'provider': 'microsoft-windows-sysmon'}",False
1814,2021-02-04t22:36:08.234z,2021-02-04t22:29:01.718z,False
1815,c:\windows\system32\services.exe,wininit.exe,False
1816,"{'provider_name': 'microsoft-windows-sysmon', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'channel': 'microsoft-windows-sysmon/operational', 'version': 5, 'computer_name': 'client2.breach.local', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'event_id': 1, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog', 'process': {'pid': 1704, 'thread': {'id': 1804}}, 'event_data': {'logonguid': '{19fc45ac-76d8-601c-0000-0020e7030000}', 'integritylevel': 'system', 'logonid': '0x3e7', 'company': 'microsoft corporation', 'terminalsessionid': '0', 'description': 'services and controller app', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'product': 'microsoft® windows® operating system', 'originalfilename': 'services.exe'}, 'record_id': 1329}","{'opcode': 'info', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'provider_name': 'microsoft-windows-sysmon', 'task': 'process create (rule: processcreate)', 'version': 5, 'computer_name': 'client3.breach.local', 'api': 'wineventlog', 'record_id': 1266, 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'channel': 'microsoft-windows-sysmon/operational', 'process': {'pid': 1536, 'thread': {'id': 1812}}, 'event_data': {'description': 'windows start-up application', 'logonguid': '{19fc45ac-752e-601c-0000-0020e7030000}', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'originalfilename': 'wininit.exe', 'logonid': '0x3e7', 'integritylevel': 'system', 'terminalsessionid': '0', 'product': 'microsoft® windows® operating system', 'company': 'microsoft corporation'}, 'event_id': 1}",False
1817,"{'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:38:22.762z', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'kind': 'event', 'code': 1, 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:31:13.163z'}",False
1818,"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'architecture': 'x86', 'name': 'client2.breach.local', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}}","{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'name': 'client3.breach.local', 'hostname': 'client3', 'architecture': 'x86', 'os': {'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows'}}",False
1819,"{'entity_id': '{19fc45ac-76d8-601c-0000-0010f1630000}', 'executable': 'c:\\windows\\system32\\netsh.exe', 'working_directory': 'c:\\windows\\system32\\', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'hash': {'md5': '5f1b6a9c35d3d5ca72d6d6fdef9747d6', 'sha256': 'd7bc4ed605b32274b45328fd9914fb0e7b90d869a38f0e6f94fb1bf4e9e2b407'}, 'pid': 444, 'command_line': 'netsh.exe add helper mymal.dll', 'parent': {'entity_id': '{19fc45ac-76d8-601c-0000-001034590000}', 'pid': 348, 'executable': 'c:\\windows\\system32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe']}}","{'args': ['wininit.exe'], 'pid': 348, 'executable': 'c:\\windows\\system32\\netsh.exe', 'name': 'wininit.exe', 'parent': {'executable': 'c:\\windows\\system32\\smss.exe', 'command_line': '\\systemroot\\system32\\smss.exe 00000000 0000003c ', 'name': 'smss.exe', 'args': ['\\systemroot\\system32\\smss.exe', '00000000', '0000003c'], 'entity_id': '{19fc45ac-752d-601c-0000-00109e450000}', 'pid': 296}, 'hash': {'md5': 'b5c5dcad3899512020d135600129d665', 'sha256': 'f6b4d18fa0d3c4958711ac0d476c21a6fdf2897f989a0ad290b43f463dd8b5b0'}, 'entity_id': '{19fc45ac-752d-601c-0000-001008590000}', 'command_line': 'netsh.exe ""ad""d he""lp""er mymal.dll', 'working_directory': 'c:\\windows\\system32'}",False
1820,"{'user': 'system', 'hash': ['5f1b6a9c35d3d5ca72d6d6fdef9747d6', 'd7bc4ed605b32274b45328fd9914fb0e7b90d869a38f0e6f94fb1bf4e9e2b407']}","{'hash': ['b5c5dcad3899512020d135600129d665', 'f6b4d18fa0d3c4958711ac0d476c21a6fdf2897f989a0ad290b43f463dd8b5b0'], 'user': 'system'}",False
1821,"{'md5': '5f1b6a9c35d3d5ca72d6d6fdef9747d6', 'sha256': 'd7bc4ed605b32274b45328fd9914fb0e7b90d869a38f0e6f94fb1bf4e9e2b407'}","{'md5': 'b5c5dcad3899512020d135600129d665', 'sha256': 'f6b4d18fa0d3c4958711ac0d476c21a6fdf2897f989a0ad290b43f463dd8b5b0'}",False
1822,"{'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client2', 'ephemeral_id': 'd5d7daa0-c0ba-4d39-9140-3b4a4308a222'}","{'ephemeral_id': 'f5ed3d9b-1471-4589-bd70-28219e0f5978', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'client3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'client3'}",False
1823,2021-02-04t22:36:08.234z,2021-02-04t22:27:21.109z,False
1824,c:\windows\system32\services.exe,"""c:\program files\adobe\reader 9.0\reader\reader_sl.exe""",False
1825,"{'provider_name': 'microsoft-windows-sysmon', 'opcode': 'info', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'channel': 'microsoft-windows-sysmon/operational', 'version': 5, 'computer_name': 'client2.breach.local', 'user': {'identifier': 's-1-5-18', 'name': 'system', 'domain': 'nt authority', 'type': 'user'}, 'event_id': 1, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog', 'process': {'pid': 1704, 'thread': {'id': 1804}}, 'event_data': {'logonguid': '{19fc45ac-76d8-601c-0000-0020e7030000}', 'integritylevel': 'system', 'logonid': '0x3e7', 'company': 'microsoft corporation', 'terminalsessionid': '0', 'description': 'services and controller app', 'fileversion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'product': 'microsoft® windows® operating system', 'originalfilename': 'services.exe'}, 'record_id': 1329}","{'provider_name': 'microsoft-windows-sysmon', 'user': {'name': 'system', 'domain': 'nt authority', 'type': 'user', 'identifier': 's-1-5-18'}, 'event_data': {'company': 'adobe systems incorporated', 'terminalsessionid': '1', 'originalfilename': 'acrospeedlaunch.exe', 'product': 'adobe acrobat', 'logonid': '0xfb89', 'logonguid': '{19fc45ac-74c5-601c-0000-002089fb0000}', 'description': 'adobe acrobat speedlauncher', 'fileversion': '9.1.0.2009022700', 'integritylevel': 'high'}, 'version': 5, 'record_id': 1179, 'task': 'process create (rule: processcreate)', 'api': 'wineventlog', 'provider_guid': '{5770385f-c22a-43e0-bf4c-06f5698ffbd9}', 'process': {'pid': 1684, 'thread': {'id': 1512}}, 'opcode': 'info', 'channel': 'microsoft-windows-sysmon/operational', 'event_id': 1, 'computer_name': 'client'}",False
1826,"{'action': 'process create (rule: processcreate)', 'created': '2021-02-04t22:38:22.762z', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon'}","{'created': '2021-02-04t22:31:06.122z', 'kind': 'event', 'code': 1, 'provider': 'microsoft-windows-sysmon', 'action': 'process create (rule: processcreate)', 'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process']}",False
1827,"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client2', 'architecture': 'x86', 'name': 'client2.breach.local', 'os': {'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0'}}","{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'client1', 'architecture': 'x86', 'name': 'client', 'os': {'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'windows 7 professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)'}}",False
1828,"{'entity_id': '{19fc45ac-76d8-601c-0000-0010f1630000}', 'executable': 'c:\\windows\\system32\\netsh.exe', 'working_directory': 'c:\\windows\\system32\\', 'name': 'services.exe', 'args': ['c:\\windows\\system32\\services.exe'], 'hash': {'md5': '5f1b6a9c35d3d5ca72d6d6fdef9747d6', 'sha256': 'd7bc4ed605b32274b45328fd9914fb0e7b90d869a38f0e6f94fb1bf4e9e2b407'}, 'pid': 444, 'command_line': 'netsh.exe add helper mymal.dll', 'parent': {'entity_id': '{19fc45ac-76d8-601c-0000-001034590000}', 'pid': 348, 'executable': 'c:\\windows\\system32\\wininit.exe', 'command_line': 'wininit.exe', 'name': 'wininit.exe', 'args': ['wininit.exe']}}","{'args': ['c:\\program files\\adobe\\reader 9.0\\reader\\reader_sl.exe'], 'hash': {'md5': '452fa961163ef4aee4815796a13ab2cf', 'sha256': '14dc422082f96f5c21c41a5e5f6e8445547cc4b02b18f0a86a34669ca2ce18a7'}, 'command_line': 'c:\\windows\\system32\\netsh.exe a""d""d h""elp""er c:\\users\\username\\sus.dll', 'working_directory': 'c:\\windows\\system32\\', 'executable': 'c:\\windows\\system32\\netsh.exe', 'parent': {'entity_id': '{19fc45ac-74c6-601c-0000-0010e21c0100}', 'pid': 1304, 'executable': 'c:\\windows\\explorer.exe', 'command_line': 'c:\\windows\\explorer.exe', 'name': 'explorer.exe', 'args': ['c:\\windows\\explorer.exe']}, 'name': 'reader_sl.exe', 'entity_id': '{19fc45ac-74c9-601c-0000-00106a8a0100}', 'pid': 1792}",False
