Match Value,Evasion Value
"{'entity_id': '{19FC45AC-A718-601C-0000-0010E6C02100}', 'command_line': 'cscript C:\\ProgramData\\System\\update.vbs install', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'pid': 532, 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'FlashPlayerUpdateService.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'entity_id': '{19FC45AC-76E8-601C-0000-00105CC50000}', 'executable': 'C:\\Windows\\System32\\wscript.exe', 'command_line': 'wscript C:\\\\ProgramData\\ABCStudio\\ABCStudio.v""b""e install', 'name': 'LogonUI.exe', 'pid': 740, 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\winlogon.exe', 'command_line': 'winlogon.exe', 'name': 'winlogon.exe', 'args': ['winlogon.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-0010695C0000}', 'pid': 384}, 'args': ['LogonUI.exe', '/flags:0x0'], 'hash': {'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}}"
"{'user': 'SYSTEM', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'SYSTEM', 'hash': ['3ef0d8ab08385aab5802e773511a2e6a', '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6']}"
"{'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'record_id': 1577, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'opcode': 'Info', 'computer_name': 'CLIENT3.breach.local', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'Product': 'Adobe® Flash® Player Update Service', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'LogonId': '0x3e7', 'OriginalFileName': '?', 'Company': 'Adobe Systems Incorporated', 'FileVersion': '18,0,0,194'}, 'api': 'wineventlog'}","{'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'version': 5, 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'event_data': {'FileVersion': '6.1.7601.17514 (win7sp1_rtm.101119-1850)', 'Company': 'Microsoft Corporation', 'LogonId': '0x3e7', 'Product': 'Microsoft® Windows® Operating System', 'OriginalFileName': 'logonui.exe', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'TerminalSessionId': '1', 'IntegrityLevel': 'System', 'Description': 'Windows Logon User Interface Host'}, 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'api': 'wineventlog', 'computer_name': 'CLIENT3.breach.local', 'opcode': 'Info', 'provider_name': 'Microsoft-Windows-Sysmon', 'task': 'Process Create (rule: ProcessCreate)', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'record_id': 1437}"
"{'type': ['start', 'process_start'], 'created': '2021-02-05T02:02:02.152Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'category': ['process']}","{'module': 'sysmon', 'type': ['start', 'process_start'], 'category': ['process'], 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:38:36.976Z'}"
"{'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d', 'md5': '1234a12b71dae034e45c714ae5a54412'}","{'md5': '3ef0d8ab08385aab5802e773511a2e6a', 'sha256': '1a7ee4bc646767004372eaea9bc0a2071790e739101f7d25ecd9c95d3f29afd6'}"
"Process Create:
RuleName: 
UtcTime: 2021-02-05 02:02:00.377
ProcessGuid: {19FC45AC-A718-601C-0000-0010E6C02100}
ProcessId: 532
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-76E7-601C-0000-001081630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:36:24.359
ProcessGuid: {19FC45AC-76E8-601C-0000-00105CC50000}
ProcessId: 740
Image: C:\Windows\System32\LogonUI.exe
FileVersion: 6.1.7601.17514 (win7sp1_rtm.101119-1850)
Description: Windows Logon User Interface Host
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: logonui.exe
CommandLine: ""LogonUI.exe"" /flags:0x0
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 1
IntegrityLevel: System
Hashes: MD5=3EF0D8AB08385AAB5802E773511A2E6A,SHA256=1A7EE4BC646767004372EAEA9BC0A2071790E739101F7D25ECD9C95D3F29AFD6
ParentProcessGuid: {19FC45AC-76E7-601C-0000-0010695C0000}
ParentProcessId: 384
ParentImage: C:\Windows\System32\winlogon.exe
ParentCommandLine: winlogon.exe"
2021-02-05T02:02:00.377Z,2021-02-04T22:29:21.955Z
"{'entity_id': '{19FC45AC-A718-601C-0000-0010E6C02100}', 'command_line': 'cscript C:\\ProgramData\\System\\update.vbs install', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'pid': 532, 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'FlashPlayerUpdateService.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'entity_id': '{19FC45AC-7541-601C-0000-001000C40200}', 'executable': 'C:\\Windows\\System32\\cscript.exe', 'hash': {'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}, 'pid': 2304, 'command_line': 'cscript ""C:\\Pr""ogramData\\MovieWatcher\\MovieWatcher.""js"" start', 'working_directory': 'C:\\BREACH\\', 'parent': {'args': ['C:\\Windows\\py.exe', 'C:\\BREACH\\init_tbf_client.py'], 'entity_id': '{19FC45AC-7541-601C-0000-0010DDB10200}', 'pid': 2224, 'executable': 'C:\\Windows\\py.exe', 'command_line': '""C:\\Windows\\py.exe"" ""C:\\BREACH\\init_tbf_client.py"" ', 'name': 'py.exe'}, 'name': 'python.exe', 'args': ['C:\\Program Files\\Python35-32\\python.exe', 'C:\\BREACH\\init_tbf_client.py']}"
"{'user': 'SYSTEM', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'client2', 'hash': ['edc79826e21859e93a875dfc087606c5', 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e']}"
"{'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'record_id': 1577, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'opcode': 'Info', 'computer_name': 'CLIENT3.breach.local', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'Product': 'Adobe® Flash® Player Update Service', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'LogonId': '0x3e7', 'OriginalFileName': '?', 'Company': 'Adobe Systems Incorporated', 'FileVersion': '18,0,0,194'}, 'api': 'wineventlog'}","{'event_id': 1, 'process': {'pid': 1528, 'thread': {'id': 1796}}, 'event_data': {'Product': 'Python', 'IntegrityLevel': 'Medium', 'OriginalFileName': 'python.exe', 'LogonGuid': '{19FC45AC-7540-601C-0000-00208F5B0200}', 'TerminalSessionId': '1', 'LogonId': '0x25b8f', 'FileVersion': '3.5.2', 'Company': 'Python Software Foundation', 'Description': 'Python'}, 'task': 'Process Create (rule: ProcessCreate)', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'channel': 'Microsoft-Windows-Sysmon/Operational', 'record_id': 1303, 'user': {'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18', 'name': 'SYSTEM'}, 'computer_name': 'CLIENT2.breach.local', 'version': 5, 'api': 'wineventlog', 'opcode': 'Info', 'provider_name': 'Microsoft-Windows-Sysmon'}"
"{'type': ['start', 'process_start'], 'created': '2021-02-05T02:02:02.152Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'category': ['process']}","{'type': ['start', 'process_start'], 'category': ['process'], 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:11.546Z', 'module': 'sysmon'}"
"{'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d', 'md5': '1234a12b71dae034e45c714ae5a54412'}","{'md5': 'edc79826e21859e93a875dfc087606c5', 'sha256': 'd61ddea87b2483612caeb0f3514aee3e60237d5f3880f49512c834539462742e'}"
"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3'}","{'name': 'CLIENT2', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT2', 'ephemeral_id': '805d2621-88bc-4353-a953-25544d012426', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5'}"
"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'name': 'CLIENT3.breach.local', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}}","{'hostname': 'CLIENT2', 'architecture': 'x86', 'os': {'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1', 'family': 'windows', 'name': 'Windows 7 Professional'}, 'name': 'CLIENT2.breach.local', 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.102', '172.16.1.2', 'fe80::5efe:c0a8:3866', 'fe80::5efe:ac10:102'], 'mac': ['00:50:56:00:03:02', '00:50:56:00:00:02', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0']}"
"Process Create:
RuleName: 
UtcTime: 2021-02-05 02:02:00.377
ProcessGuid: {19FC45AC-A718-601C-0000-0010E6C02100}
ProcessId: 532
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-76E7-601C-0000-001081630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:29:21.955
ProcessGuid: {19FC45AC-7541-601C-0000-001000C40200}
ProcessId: 2304
Image: C:\Program Files\Python35-32\python.exe
FileVersion: 3.5.2
Description: Python
Product: Python
Company: Python Software Foundation
OriginalFileName: python.exe
CommandLine: ""C:\Program Files\Python35-32\python.exe"" ""C:\BREACH\init_tbf_client.py"" 
CurrentDirectory: C:\BREACH\
User: BREACH\client2
LogonGuid: {19FC45AC-7540-601C-0000-00208F5B0200}
LogonId: 0x25b8f
TerminalSessionId: 1
IntegrityLevel: Medium
Hashes: MD5=EDC79826E21859E93A875DFC087606C5,SHA256=D61DDEA87B2483612CAEB0F3514AEE3E60237D5F3880F49512C834539462742E
ParentProcessGuid: {19FC45AC-7541-601C-0000-0010DDB10200}
ParentProcessId: 2224
ParentImage: C:\Windows\py.exe
ParentCommandLine: ""C:\Windows\py.exe"" ""C:\BREACH\init_tbf_client.py"" "
"{'name': 'SYSTEM', 'domain': 'NT AUTHORITY'}","{'domain': 'BREACH', 'name': 'client2'}"
2021-02-05T02:02:00.377Z,2021-02-04T22:27:14.250Z
"{'entity_id': '{19FC45AC-A718-601C-0000-0010E6C02100}', 'command_line': 'cscript C:\\ProgramData\\System\\update.vbs install', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'pid': 532, 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'FlashPlayerUpdateService.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'entity_id': '{19FC45AC-74C2-601C-0000-001019530000}', 'parent': {'args': ['\\SystemRoot\\System32\\smss.exe', '00000000', '0000003c'], 'entity_id': '{19FC45AC-74C2-601C-0000-001088510000}', 'pid': 304, 'executable': 'C:\\Windows\\System32\\smss.exe', 'command_line': '\\SystemRoot\\System32\\smss.exe 00000000 0000003c ', 'name': 'smss.exe'}, 'args': ['%%SystemRoot%%\\system32\\csrss.exe', 'ObjectDirectory=\\Windows', 'SharedSection=1024,12288,512', 'Windows=On', 'SubSystemType=Windows', 'ServerDll=basesrv,1', 'ServerDll=winsrv:UserServerDllInitialization,3', 'ServerDll=winsrv:ConServerDllInitialization,2', 'ServerDll=sxssrv,4', 'ProfileControl=Off', 'MaxRequestThreads=16'], 'hash': {'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}, 'pid': 312, 'executable': 'C:\\Windows\\System32\\wscript.exe', 'command_line': 'wscript.exe C:\\\\\\Users\\Bob\\Desktop\\helper.vbs install', 'working_directory': 'C:\\Windows\\system32', 'name': 'csrss.exe'}"
"{'user': 'SYSTEM', 'hash': ['1234a12b71dae034e45c714ae5a54412', '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d']}","{'user': 'SYSTEM', 'hash': ['342271f6142e7c70805b8a81e1ba5f5c', 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786']}"
"{'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'process': {'pid': 1904, 'thread': {'id': 308}}, 'record_id': 1577, 'user': {'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User', 'identifier': 'S-1-5-18'}, 'opcode': 'Info', 'computer_name': 'CLIENT3.breach.local', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'event_id': 1, 'provider_name': 'Microsoft-Windows-Sysmon', 'task': 'Process Create (rule: ProcessCreate)', 'event_data': {'Product': 'Adobe® Flash® Player Update Service', 'TerminalSessionId': '0', 'IntegrityLevel': 'System', 'LogonGuid': '{19FC45AC-76E7-601C-0000-0020E7030000}', 'Description': 'Adobe® Flash® Player Update Service 18.0 r0', 'LogonId': '0x3e7', 'OriginalFileName': '?', 'Company': 'Adobe Systems Incorporated', 'FileVersion': '18,0,0,194'}, 'api': 'wineventlog'}","{'provider_name': 'Microsoft-Windows-Sysmon', 'user': {'identifier': 'S-1-5-18', 'name': 'SYSTEM', 'domain': 'NT AUTHORITY', 'type': 'User'}, 'event_id': 1, 'opcode': 'Info', 'provider_guid': '{5770385F-C22A-43E0-BF4C-06F5698FFBD9}', 'version': 5, 'channel': 'Microsoft-Windows-Sysmon/Operational', 'record_id': 1152, 'event_data': {'LogonId': '0x3e7', 'IntegrityLevel': 'System', 'OriginalFileName': 'CSRSS.Exe', 'Product': 'Microsoft® Windows® Operating System', 'FileVersion': '6.1.7600.16385 (win7_rtm.090713-1255)', 'Company': 'Microsoft Corporation', 'Description': 'Client Server Runtime Process', 'LogonGuid': '{19FC45AC-74C3-601C-0000-0020E7030000}', 'TerminalSessionId': '0'}, 'task': 'Process Create (rule: ProcessCreate)', 'api': 'wineventlog', 'computer_name': 'CLIENT', 'process': {'thread': {'id': 1512}, 'pid': 1684}}"
"{'type': ['start', 'process_start'], 'created': '2021-02-05T02:02:02.152Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'action': 'Process Create (rule: ProcessCreate)', 'module': 'sysmon', 'category': ['process']}","{'type': ['start', 'process_start'], 'action': 'Process Create (rule: ProcessCreate)', 'created': '2021-02-04T22:31:06.119Z', 'kind': 'event', 'code': 1, 'provider': 'Microsoft-Windows-Sysmon', 'module': 'sysmon', 'category': ['process']}"
"{'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d', 'md5': '1234a12b71dae034e45c714ae5a54412'}","{'md5': '342271f6142e7c70805b8a81e1ba5f5c', 'sha256': 'f9112b88fec5ef10a7aedf88dcee61956d1fcde7cb42197216e8265578713786'}"
"{'ephemeral_id': '177650cc-629c-4abf-8b93-a90e2e515251', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT3', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT3'}","{'ephemeral_id': 'c6dab1c1-2860-4ed8-b41c-e6b57498568e', 'id': 'c58de8d4-8be2-444c-bc20-92fab97cbaf5', 'name': 'CLIENT1', 'type': 'winlogbeat', 'version': '7.10.2', 'hostname': 'CLIENT1'}"
"{'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.103', '172.16.1.3', 'fe80::5efe:c0a8:3867', 'fe80::5efe:ac10:103'], 'mac': ['00:50:56:00:03:03', '00:50:56:00:00:03', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT3', 'architecture': 'x86', 'name': 'CLIENT3.breach.local', 'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}}","{'os': {'family': 'windows', 'name': 'Windows 7 Professional', 'kernel': '6.1.7601.18741 (win7sp1_gdr.150202-1526)', 'build': '7601.0', 'platform': 'windows', 'version': '6.1'}, 'id': '19fc45ac-5890-4f96-81b1-50ed111c0ce4', 'ip': ['192.168.56.101', '172.16.1.1', 'fe80::5efe:c0a8:3865', 'fe80::5efe:ac10:101'], 'mac': ['00:50:56:00:03:01', '00:50:56:00:00:01', '00:00:00:00:00:00:00:e0', '00:00:00:00:00:00:00:e0'], 'hostname': 'CLIENT1', 'architecture': 'x86', 'name': 'CLIENT'}"
"Process Create:
RuleName: 
UtcTime: 2021-02-05 02:02:00.377
ProcessGuid: {19FC45AC-A718-601C-0000-0010E6C02100}
ProcessId: 532
Image: C:\Windows\System32\Macromed\Flash\FlashPlayerUpdateService.exe
FileVersion: 18,0,0,194
Description: Adobe® Flash® Player Update Service 18.0 r0
Product: Adobe® Flash® Player Update Service
Company: Adobe Systems Incorporated
OriginalFileName: ?
CommandLine: C:\Windows\system32\Macromed\Flash\FlashPlayerUpdateService.exe
CurrentDirectory: C:\Windows\system32\
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-76E7-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=1234A12B71DAE034E45C714AE5A54412,SHA256=079E6BC834F38322ED5ED76295EC3961ED894084EF5CB171DFFBD9B3822CC78D
ParentProcessGuid: {19FC45AC-76E7-601C-0000-001081630000}
ParentProcessId: 440
ParentImage: C:\Windows\System32\services.exe
ParentCommandLine: C:\Windows\system32\services.exe","Process Create:
RuleName: 
UtcTime: 2021-02-04 22:27:14.250
ProcessGuid: {19FC45AC-74C2-601C-0000-001019530000}
ProcessId: 312
Image: C:\Windows\System32\csrss.exe
FileVersion: 6.1.7600.16385 (win7_rtm.090713-1255)
Description: Client Server Runtime Process
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: CSRSS.Exe
CommandLine: %%SystemRoot%%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,12288,512 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=winsrv:ConServerDllInitialization,2 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16
CurrentDirectory: C:\Windows\system32
User: NT AUTHORITY\SYSTEM
LogonGuid: {19FC45AC-74C3-601C-0000-0020E7030000}
LogonId: 0x3e7
TerminalSessionId: 0
IntegrityLevel: System
Hashes: MD5=342271F6142E7C70805B8A81E1BA5F5C,SHA256=F9112B88FEC5EF10A7AEDF88DCEE61956D1FCDE7CB42197216E8265578713786
ParentProcessGuid: {19FC45AC-74C2-601C-0000-001088510000}
ParentProcessId: 304
ParentImage: C:\Windows\System32\smss.exe
ParentCommandLine: \SystemRoot\System32\smss.exe 00000000 0000003c "
2021-02-05T02:02:00.377Z,2021-02-05T02:02:00.127Z
"{'entity_id': '{19FC45AC-A718-601C-0000-0010E6C02100}', 'command_line': 'cscript C:\\ProgramData\\System\\update.vbs install', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'executable': 'C:\\Windows\\System32\\services.exe', 'command_line': 'C:\\Windows\\system32\\services.exe', 'name': 'services.exe', 'args': ['C:\\Windows\\system32\\services.exe'], 'entity_id': '{19FC45AC-76E7-601C-0000-001081630000}', 'pid': 440}, 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'pid': 532, 'executable': 'C:\\Windows\\System32\\cscript.exe', 'name': 'FlashPlayerUpdateService.exe', 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}}","{'name': 'FlashPlayerUpdateService.exe', 'args': ['C:\\Windows\\system32\\Macromed\\Flash\\FlashPlayerUpdateService.exe'], 'hash': {'md5': '1234a12b71dae034e45c714ae5a54412', 'sha256': '079e6bc834f38322ed5ed76295ec3961ed894084ef5cb171dffbd9b3822cc78d'}, 'entity_id': '{19FC45AC-A718-601C-0000-00104EBF2100}', 'pid': 3780, 'executable': 'C:\\Windows\\System32\\wscript.exe', 'command_line': 'wscript C:\\\\ProgramData\\SystemHelper\\performance.""vba"" boost', 'working_directory': 'C:\\Windows\\system32\\', 'parent': {'entity_id': '{19FC45AC-A718-601C-0000-00109BBD2100}', 'pid': 560, 'executable': 'C:\\Windows\\System32\\taskeng.exe', 'command_line': 'taskeng.exe {CFB6C529-881F-49A8-8569-BB647B8A83AE} S-1-5-18:NT AUTHORITY\\System:Service:', 'name': 'taskeng.exe', 'args': ['taskeng.exe', '{CFB6C529-881F-49A8-8569-BB647B8A83AE}', 'S-1-5-18:NT', 'AUTHORITY\\System:Service:']}}"
